,app_name,developer,discount_price,early_access,genres,id,metascore,n_reviews,price,publisher,release_date,reviews_url,sentiment,specs,tags,title,url
6311,"John, The Zombie","Minimal LabPublisher:Minimal LabRelease Date: 22 Nov, 2017",,False,"['Action', 'Indie', 'Simulation']",741500,,142,999€,"Developer:Minimal LabMinimal LabRelease Date: 22 Nov, 2017","Developer:Minimal LabPublisher:Minimal Lab 22 Nov, 2017",http://steamcommunity.com/app/741500/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Violent', 'Indie', 'Gore', 'Simulation', 'Zombies', 'Funny', 'Open World']","John, The Zombie",https://store.steampowered.com/app/741500/John_The_Zombie/
6312,Project CARS 2,,,False,,378860,84.0,3702,5999€,,,http://steamcommunity.com/app/378860/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Gamepad', 'Keyboard / Mouse', 'Seated']","['Racing', 'Driving', 'Simulation', 'Multiplayer', 'VR', 'Realistic', 'Sports', 'Singleplayer', 'Open World', 'Action', 'Arcade', 'Atmospheric', 'Controller']",,https://store.steampowered.com/app/378860/Project_CARS_2/
6323,TARTARUS,"Abyss GameworksPublisher:Abyss GameworksRelease Date: 21 Nov, 2017",,False,"['Action', 'Adventure', 'Indie']",608530,59.0,145,1999€,"Developer:Abyss GameworksAbyss GameworksRelease Date: 21 Nov, 2017","Developer:Abyss GameworksPublisher:Abyss Gameworks 21 Nov, 2017",http://steamcommunity.com/app/608530/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Adventure', 'Indie', 'Action', 'Puzzle', 'Sci-fi', 'Atmospheric', 'First-Person', 'Space', 'Singleplayer', 'Survival', 'Difficult', 'Violent', 'Story Rich', 'Thriller', 'Old School', 'Exploration', 'Typing', 'Great Soundtrack', 'Hacking', 'Horror']",TARTARUS,https://store.steampowered.com/app/608530/TARTARUS/
6327,Black Squad - Welcome Fortune Box,"NS STUDIOPublisher:NS STUDIORelease Date: 21 Nov, 2017",,False,"['Action', 'Free to Play']",654180,,580,Free To Play,"Developer:NS STUDIONS STUDIORelease Date: 21 Nov, 2017","Developer:NS STUDIOPublisher:NS STUDIO 21 Nov, 2017",http://steamcommunity.com/app/654180/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Multi-player', 'Downloadable Content', 'In-App Purchases']","['Action', 'Free to Play', 'FPS', 'Violent', 'Gore']",Black Squad - Welcome Fortune Box,https://store.steampowered.com/app/654180/Black_Squad__Welcome_Fortune_Box/
6330,The Exorcist: Legion VR - Chapter 1: First Rites,,,False,,708580,,168,499€,,,http://steamcommunity.com/app/708580/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']","['Violent', 'Horror', 'VR', 'Adventure', 'Gore', 'Simulation', 'Casual', 'Action', 'Psychological Horror', 'Demons', 'Atmospheric', 'Story Rich']",,https://store.steampowered.com/app/708580/The_Exorcist_Legion_VR__Chapter_1_First_Rites/
6336,Skyworld,,,False,,342190,,134,2499€,,,http://steamcommunity.com/app/342190/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Seated', 'Standing', 'Room-Scale']","['Strategy', 'Indie', 'VR', 'Multiplayer']",,https://store.steampowered.com/app/342190/Skyworld/
6351,Legion TD 2,"AutoAttack GamesPublisher:AutoAttack GamesRelease Date: 20 Nov, 2017",999€,True,"['Indie', 'Strategy', 'Early Access']",469600,,1731,1999€,"Developer:AutoAttack GamesAutoAttack GamesRelease Date: 20 Nov, 2017","Developer:AutoAttack GamesPublisher:AutoAttack Games 20 Nov, 2017",http://steamcommunity.com/app/469600/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op']","['Early Access', 'Strategy', 'Tower Defense', 'Early Access', 'Indie', 'Multiplayer', 'Fantasy']",Legion TD 2,https://store.steampowered.com/app/469600/Legion_TD_2/
6357,Aerofly FS 2 Flight Simulator,,,False,,434030,,1031,5999€,,,http://steamcommunity.com/app/434030/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Partial Controller Support', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Gamepad', 'Keyboard / Mouse', 'Seated']","['Simulation', 'Flight', 'Realistic', 'Open World', 'VR', 'Indie', 'Early Access', 'Multiplayer', 'Singleplayer']",,https://store.steampowered.com/app/434030/Aerofly_FS_2_Flight_Simulator/
6371,Armored Warfare,"Obsidian Entertainment, My.comPublisher:My.comFranchise:Armored WarfareRelease Date: 8 Oct, 2015",,False,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",443110,,841,Free To Play,"Developer:Obsidian Entertainment, My.comMy.comFranchise:Armored WarfareRelease Date: 8 Oct, 2015","Developer:Obsidian Entertainment, My.comPublisher:My.comFranchise:Armored Warfare 8 Oct, 2015",http://steamcommunity.com/app/443110/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Steam Turn Notifications']","['Free to Play', 'Action', 'Massively Multiplayer', 'Strategy', 'Simulation', 'Tanks', 'Casual', 'Multiplayer', 'War', 'PvE']",Armored Warfare,https://store.steampowered.com/app/443110/Armored_Warfare/
6386,Yu-Gi-Oh! Duel Links,"Konami Digital EntertainmentPublisher:Konami Digital EntertainmentRelease Date: 16 Nov, 2017",,False,"['Free to Play', 'Strategy']",601510,,10620,Free to Play,"Developer:Konami Digital EntertainmentKonami Digital EntertainmentRelease Date: 16 Nov, 2017","Developer:Konami Digital EntertainmentPublisher:Konami Digital Entertainment 16 Nov, 2017",http://steamcommunity.com/app/601510/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Free to Play', 'Card Game', 'Anime', 'Multiplayer', 'Strategy', 'Trading Card Game', 'Singleplayer', 'RPG', 'Casual', 'Action', 'Adventure', 'Great Soundtrack', 'Online Co-Op', 'Turn-Based', 'Open World']",Yu-Gi-Oh! Duel Links,https://store.steampowered.com/app/601510/YuGiOh_Duel_Links/
